taxonomy,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20,Sample_21,Sample_22,Sample_23,Sample_24,Sample_25,Sample_26,Sample_27,Sample_28,Sample_29,Sample_30,Sample_31,Sample_32,Sample_33,Sample_34,Sample_35,Sample_36,Sample_37,Sample_38,Sample_39,Sample_40,Sample_41,Sample_42,Sample_43,Sample_44,Sample_45,Sample_46,Sample_47,Sample_48,Sample_49,Sample_50,Sample_51,Sample_52,Sample_53,Sample_54,Sample_55,Sample_56,Sample_57,Sample_58,Sample_59,Sample_60,Sample_61,Sample_62,Sample_63,Sample_64,Sample_65,Sample_66,Sample_67,Sample_68,Sample_69,Sample_70,Sample_71,Sample_72,Sample_73,Sample_74,Sample_75,Sample_76,Sample_77,Sample_78,Sample_79,Sample_80,Sample_81,Sample_82,Sample_83,Sample_84,Sample_85,Sample_86,Sample_87,Sample_88,Sample_89,Sample_90,Sample_91,Sample_92,Sample_93,Sample_94,Sample_95,Sample_96,Sample_97,Sample_98,Sample_99,Sample_100,Sample_101,Sample_102,Sample_103,Sample_104,Sample_105,Sample_106,Sample_107,Sample_108,Sample_109,Sample_110,Sample_111,Sample_112,Sample_113,Sample_114,Sample_115,Sample_116,Sample_117,Sample_118,Sample_119,Sample_120,Sample_121,Sample_122,Sample_123,Sample_124,Sample_125,Sample_126,Sample_127,Sample_128,Sample_129,Sample_130,Sample_131,Sample_132,Sample_133,Sample_134,Sample_135,Sample_136,Sample_137,Sample_138,Sample_139,Sample_140,Sample_141,Sample_142,Sample_143,Sample_144,Sample_145,Sample_146,Sample_147,Sample_148,Sample_149,Sample_150
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Micrococcales;  f__Dermacoccaceae;  g__unclassified_Dermacoccaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Micrococcales;  f__Dermatophilaceae;  g__unclassified_Dermatophilaceae,0,0,0,0,0,5.32E-05,0,0,0,0,0,0,0,0,0,3.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26E-05,0,0,0,0,0,0,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Micrococcales;  f__Dermatophilaceae;  g__uncultured,2.00E-05,0,0,5.79E-05,0,0,2.36E-05,2.52E-05,0,3.71E-05,0.000142662,1.95E-05,0,0.000114416,0,9.32E-05,0,4.29E-05,3.56E-05,9.48E-05,3.40E-05,0,0.000288982,0.00024264,0,6.45E-05,0.00017021,0,0.000156533,0,0.000162499,0.000159254,0.000115212,0,0,0,0,0,0,0,0,0,0,2.34E-05,0,0.000203197,0,0.000153294,0,0,0,0,0,2.62E-05,0,0,0,0,5.85E-05,0,0,0,0,0,5.11E-05,0,0,0,0,0,0,3.11E-05,0,0,0,0,3.71E-05,8.32E-05,0,6.02E-05,0,0,0,0,0,0,0,0,0,0,3.71E-05,0,0.000279977,0,0,0.000125936,0,0,0.000120224,0,0,0,0,0,0,9.14E-05,0,0,0,0,0.000108375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96E-05,0,0,0,0,0,0,0,0,0,0,0,4.52E-05,0,0,0,3.75E-05,0,2.58E-05,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Micrococcales;  f__Intrasporangiaceae;  g__unclassified_Intrasporangiaceae,0,0,0,0,0,0,0,0,0,0,0,2.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89E-05
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Micrococcales;  f__Microbacteriaceae;  g__Microbacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000289714,0,0,0,0,0,0,0.000279828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71E-05,0,0,0,0,0,0.000136457,0,0,0,0,0,0,0,4.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36E-05,0,0,0,0,0,0,0,2.26E-05,0,0,0,0,0,0,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Micrococcales;  f__Microbacteriaceae;  g__Pseudoclavibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Micrococcales;  f__Microbacteriaceae;  g__unclassified_Microbacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87E-05,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Micrococcales;  f__Micrococcaceae;  g__Kocuria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144986,0,7.38E-05,0,0,0,0,0,0.000162951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Micrococcales;  f__Micrococcaceae;  g__Micrococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Micrococcales;  f__Micrococcaceae;  g__Rothia,0.179208526,0.314335589,0.083528379,0.033301976,0.062885156,0.207123273,0.02997272,0.016199424,0.000677124,0.022537304,0.213588539,0.135135925,0.031470597,0.192982456,0.024671847,0.260706072,0.11480977,0.112497588,0.102033179,0.177905852,0.159561635,0.052268073,0.279073608,0.034400949,0.133074082,0.092197514,0.14176564,0.051063241,0.031082985,0.048242873,0.016006175,0.047184621,0.207074004,0.039014178,0.111489049,0.125750871,0.184632811,0.007436153,0.065155393,0.128295343,0.024790136,0.299678095,0.007890563,0.027734833,0.004173874,0.171464373,0.049468464,0.021261919,0.116065164,0.025680137,0.016359866,0.04616475,0.003767458,0.061615844,0.080638466,0.00778356,0.051497706,0.280080955,0.013435251,0.028317364,0.031518407,0.092686935,0.038158366,0.038458748,0.09749738,0.021176012,0.012886875,0.133703058,0.009761426,0.059868737,0.028773197,0.159066412,0.134908561,0.082071148,0.010968045,0.18625822,0.102543433,0.078687661,0.078840161,0.058072359,0.053648008,0.050100548,0.011791732,0.016832991,0.17378042,0.012292131,0.035133563,0.035849992,0.032741673,0.033658323,0.074186615,0.156668655,0.216484422,0.082159201,0.148759903,0.16047016,0.144622004,0.075662321,0.050601122,0.013991368,0.012723794,0.16106646,0.026059738,0.002139284,0.055043942,0.011513008,0.013660687,0.046260425,0.059798685,0.03704118,0.060120838,0.011415168,0.026975856,0.098765127,0.053873606,0.021009439,0.044978397,0.081897237,0.023180271,0.027976253,0.005470502,0.057573992,0.051396491,0.03622895,0.004532378,0.040007604,0.016878624,0.039323214,0.014174261,0.02507201,0.030659786,0.052375847,0.02359734,0.080181941,0.041136438,0.04699558,0.030162588,0.013354002,0.023018373,0.064337325,0.022225351,0.030806284,0.013553043,0.041789461,0.009236889,0.019125868,0.067134795,0.004330484,0.034896345,0.128928361
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Micrococcales;  f__Micrococcaceae;  g__unclassified_Micrococcaceae,0,0.001258204,6.27E-05,0.000115783,0,0.000612239,8.27E-05,2.52E-05,0,3.71E-05,0.000142662,2.92E-05,0.000103376,0.00097254,0,0.00021754,0.000634411,0.000836174,0.000302928,0.000549794,0.000713618,0.000108937,0.000516038,0.0002696,0.000758187,0.000430126,3.78E-05,0.000299829,0.000849751,0.000107733,0,4.55E-05,0.000518453,0.000166524,0.000538358,0.00014832,0.000458481,0,7.31E-05,0.000527758,8.20E-05,0.000306576,0,0,0,0.000474126,0.000150693,7.66E-05,0,0,0,0,0,2.62E-05,0,0,0,2.58E-05,7.80E-05,6.89E-05,0,0,0,0,0,0,7.52E-05,3.60E-05,0,2.00E-05,0,8.29E-05,0,1.94E-05,9.59E-05,0,9.27E-05,0.000332659,0,0.00025275,0,0.000265816,0,6.29E-05,6.66E-05,0,3.94E-05,0,0,0,0,0.000149157,0.00032664,0.000410058,3.88E-05,0.000181907,6.65E-05,0,0.000467539,0.00012205,0,0,0,0,0.000140239,5.22E-05,0,0.00012069,0,0,6.77E-05,0,0,4.94E-05,7.38E-05,2.90E-05,8.62E-05,0.000110077,0,0.00021015,0,2.96E-05,5.87E-05,0,0,2.53E-05,3.05E-05,0,0,0,0,2.95E-05,0,2.46E-05,0,0.000290951,0.000131879,0.000229647,2.30E-05,0,0,5.04E-05,0,9.82E-05,0,0,0,0,0,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Micrococcales;  f__Promicromonosporaceae;  g__Cellulosimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Micrococcales;  f__Sanguibacteraceae;  g__Sanguibacter-Flavimobilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Micrococcales;  f__unclassified_Micrococcales;  g__unclassified_Micrococcales,3.00E-05,0.00035139,4.18E-05,0.000115783,8.09E-05,0.001131312,0.000200763,7.55E-05,0,8.67E-05,0.000416097,9.74E-05,2.95E-05,0.000819985,6.59E-05,0.000730313,0.000242569,0.000557449,0.000374205,0.001004796,0.000203891,0.000370387,0.001032077,0.0002696,0.000342407,0.000903265,0.000794311,0.000369021,0.000156533,8.62E-05,0,6.83E-05,0.00019202,0.00026168,0.000342591,0.000444961,0.000404542,0,0,0.000477495,9.84E-05,0.0006387,0,0,0,0.000914386,0.00021919,0.000352577,2.88E-05,0.000119848,0,0,0,0.000170282,6.23E-05,0,0,0,0.000136497,2.76E-05,0,0,0,0,0,0,3.22E-05,8.99E-05,0,0.000100048,2.98E-05,0,0.000127664,0,0,0.000139288,0.000166782,0.000471267,3.91E-05,0.000553643,4.69E-05,0.000323602,0,0,0.000299488,0,2.96E-05,0,0,2.39E-05,0,9.49E-05,0.00032664,0.000393656,0.000258488,0.000237879,8.87E-05,0,0.000360673,2.22E-05,1.80E-05,7.76E-05,0,6.58E-05,0.000163613,0,0,0,1.03E-05,0,0,0,0,0,1.84E-05,0.000260987,0.000221568,0.000305769,0,0.000223285,0,0.000128381,0,0.000142246,0,0.000240781,0,3.60E-05,0,0.000147173,7.92E-05,0.000108194,0,0,0,0.000277097,0,0.000126306,0,3.74E-05,0,0,9.04E-05,0,2.67E-05,8.72E-05,0,3.11E-05,0.000232642,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Nocardioidaceae;  g__Aeromicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000306756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Nocardioidaceae;  g__Nocardioides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Nocardioidaceae;  g__unclassified_Nocardioidaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Propionibacteriaceae;  g__Aestuariimicrobium,0,0,0,2.89E-05,0,0,0,0,0,0,0,0,7.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119848,0,0,0,0,0.000103782,0,2.43E-05,0,0,0,0,0,0,0,0,3.12E-05,0,0.000215723,0,0,0,5.18E-05,0,0,0,0,0,0,0.000107465,0,4.69E-05,0,0,0,0,0,0,4.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016977,0.000148104,0,0,0,0,0,8.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Propionibacteriaceae;  g__Brooklawnia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71E-05,0,0,0,0,0,0,3.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68E-05,0,0,0,0,0,0,0,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Propionibacteriaceae;  g__Cutibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78E-05,0,3.35E-05,0,0,0,0,0,1.26E-05,0,0,0,0,4.50E-05,6.09E-05,0,5.85E-05,0,0,0,0,0,0,0,0,7.19E-05,3.50E-05,0,0,0.000176188,3.19E-05,0,0,0,0,0,0,0,9.38E-05,0,0,0,0,0,0.000108467,0,0,0.00015122,0.000352034,0.000501709,0,0.000180425,0,0,0,0,0,0,1.80E-05,0,0,0,0,0,0,0,7.19E-05,0,0,8.34E-05,3.41E-05,0,0.001291048,0.000101495,0,0,4.60E-05,0,3.10E-05,0,0.005109112,0,0.000126653,0,0,0.000275994,0,0,0,5.90E-05,5.10E-05,0,0,0,0,0,0,0,0,0.000176228,0,2.95E-05,0,0,8.44E-05,5.18E-05,0.000465285,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Propionibacteriaceae;  g__Propionibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002696,0,0,0,0.000161447,0.000111809,0,0,0.00040951,0,0,0,0,0,0,0.000243754,0,0,0,0,0,0,0,0.000301386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49E-05,0,0,5.95E-05,0.000176188,0.000489377,0,0,0,0,0,0,0,6.57E-05,0,9.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000221796,0,0,0,0,0,6.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46E-05,6.12E-05,0,0,0,0.000118506,0,7.66E-05,0,0.000228108,0,0.000275994,0,0,6.60E-05,5.90E-05,0,0,0,0,0,0,3.45E-05,0,0,0.000117485,0.000180707,0,0,0,0.000159376,0,0,8.68E-05
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Propionibacteriaceae;  g__Pseudopropionibacterium,0.000280452,9.07E-05,0.000208978,0.001013098,0,2.66E-05,0.000188953,0.000138349,0,7.43E-05,0.000118885,0.000311575,0.000265824,0,0,3.11E-05,0.000485138,0.000300165,0.000231651,0.000436044,0.000203891,0.000479324,0.000309623,0.0002696,0,0,0,0.001660593,0.000268342,0.000474026,0.000487498,0.000341258,0,0.000214102,4.89E-05,2.47E-05,0.000134847,0,0,0.000251313,0,0.000102192,0.000447403,0.00059733,0.000122761,0,0,0.000168624,4.81E-05,0.000980574,0.000809143,0.000418801,0.000270591,5.24E-05,0.000186807,4.50E-05,0.000170401,0.000799237,0.002866447,0.000248156,0.000259946,0.000580018,5.51E-05,0.000834482,0.000102252,0.000257009,0,0.000485376,0.000401992,0.000170082,0.000386817,5.18E-05,0.000287243,8.74E-05,5.33E-05,0.000915323,0.000806115,0,0.000674098,9.63E-05,0.000168911,0.000161801,0.000203696,0.000646732,0,0.001200069,0.0014791,0.000388723,0.000123754,0.000191014,0.000481731,0.000474589,0,0.000410058,0,0,0.000166347,0.000253678,5.34E-05,0,0.000180479,0,0.000190992,0.000213928,2.34E-05,0,7.07E-05,0.000917243,0.000667625,0.001631154,0.000162562,8.34E-05,5.97E-05,0.000485717,0.000507198,0,0,0,0.000690163,0.000394032,0.000232787,0.000118506,0.000364098,0.000186014,0.00037996,0.001229249,0.000162784,0,7.28E-05,0,0.001280241,0.000206553,0.000221092,7.39E-05,0.000168178,8.31E-05,2.83E-05,8.04E-05,0.000229954,0.001523607,0.000103243,0.000226578,0.000259767,0,0.000133481,0.000600711,0.000150001,0.000901321,0.00014217,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Propionibacteriaceae;  g__unclassified_Propionibacteriaceae,0,5.67E-05,0,4.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42E-05,0,0,0,0,0,0,0,0,0,0,0,4.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57E-05,0,0,0,0,0,0,0,0,0,0,9.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Propionibacteriaceae;  g__uncultured,0,0,0,0,0,0,0,0,0.000246227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Pseudonocardiales;  f__Pseudonocardiaceae;  g__Actinomycetospora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Pseudonocardiales;  f__Pseudonocardiaceae;  g__Pseudonocardia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000129105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45E-05,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Pseudonocardiales;  f__Pseudonocardiaceae;  g__Saccharopolyspora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53E-05,0,0,0,0,0,0,0,0,0,0,3.80E-05,0,0,0,0,0,0,1.70E-05,0,0,0,0,0,0.000114977,0,0,0,0,0,0,0,0,0,3.88E-05,0
d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Pseudonocardiales;  f__Pseudonocardiaceae;  g__unclassified_Pseudonocardiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45E-05,0,0,0,0,0,0,0,0,0,0,0
